ind,tm,sn,res,conc,temp,int,intnt,int0,intp,alg,tau,ymax,yp,tmax,tfst,texp,tend,adck,adcs,vcc,vcap,intpr
40,4/10/2025,4,0,0,26,5.212890148,5.226160049,2.278630018,2.947540045,1,0.552334011,8.23307991,5.350880146,0.219999999,,,0.381999999,0.997313976,10.67500019,5090.850098,12608.2002,
41,4/10/2025,4,0,0,26,3.724750042,3.734240055,1.849599957,1.884639978,1,0.388924003,7.877419949,4.857940197,0.230000004,,,0.342000008,0.997497976,10.82610035,5094.569824,12613.5,
42,4/10/2025,4,0,0,26,4.536379814,4.547929764,2.00090003,2.547029972,1,0.553535998,7.064970016,4.61262989,0.225999996,,,0.386000007,0.997559011,10.87650013,5092.169922,12612.2998,
43,4/10/2025,4,0,0,26,3.03354001,3.041260004,1.681620002,1.359640002,1,0.317853987,7.509769917,4.289619923,0.228,,,0.330000013,0.997192025,10.62469959,5089.759766,12606.2002,
44,4/10/2025,4,0,0,26,3.352220058,3.360759974,1.635830045,1.724930048,1,0.353991002,8.125200272,4.886529922,0.202000007,,,0.305999994,0.997192025,10.67500019,5090.080078,12610.7002,
45,4/10/2025,4,0,0,26,4.667950153,4.679840088,1.985389948,2.694459915,1,0.522373021,8.003769875,5.172949791,0.197999999,,,0.349999994,0.99713099,10.67500019,5088.459961,12606.59961,
46,4/10/2025,4,0,0,26,5.217889786,5.231170177,2.170819998,3.060349941,1,0.618139029,7.510369778,4.963630199,0.214000002,,,0.393999994,0.997437,10.77579975,5090.470215,12613.09961,
47,4/10/2025,4,0,0,26,4.560870171,4.572490215,1.958889961,2.613600016,1,0.545426011,7.377570152,4.803870201,0.208000004,,,0.365999997,0.997497976,10.87650013,5091.359863,12615.5,
48,4/10/2025,4,0,0,26,3.305399895,3.313819885,1.91455996,1.399260044,1,0.303344995,8.316530228,4.624899864,0.225999996,,,0.328000009,0.997375011,10.72539997,5088.209961,12611.90039,
49,4/10/2025,4,0,0,26,3.600039959,3.609210014,1.817330003,1.791880012,1,0.377045006,7.803679943,4.764939785,0.231999993,,,0.342000008,0.997375011,10.82610035,5091.540039,12611.90039,
50,4/10/2025,4,0,0,26,4.003819942,4.014019966,1.882069945,2.131949902,1,0.439323008,7.77779007,4.86646986,0.225999996,,,0.356000006,0.997192025,10.67500019,5088.390137,12606.59961,
51,4/10/2025,4,0.142000005,0.15,23,152.8339996,150.8880005,81.32089996,69.56749725,2,12.99639988,16.58200073,5.365260124,0.284000009,1.498000026,7.06799984,9.423999786,0.997681022,11.27929974,5092.47998,12620.2998,
52,4/10/2025,4,0.180000007,0.15,23,190.3999939,187.9759979,96.74359894,91.23220062,2,14.18859959,19.20899963,6.448460102,0.338,1.39199996,7.06799984,9.423999786,0.99713099,10.87650013,5088.330078,12614.7002,
53,4/10/2025,4,0.192000002,0.15,23,202.7590027,200.1779938,100.2170029,99.96009827,2,14.54290009,20.17900085,6.89068985,0.233999997,1.235999942,7.06799984,9.423999786,0.997497976,10.97719955,5089.660156,12619.5,
54,4/10/2025,4,0.186000004,0.15,23.5,196.8450012,194.8399963,103.987999,90.85199738,2,12.85420036,19.85919952,7.088630199,0.289999992,1.373999953,7.06799984,9.423999786,0.997070014,10.67500019,5087.259766,12611.7002,
55,4/10/2025,4,0.203999996,0.15,23.5,214.8730011,212.6849976,110.7300034,101.9540024,2,12.94929981,20.65379906,7.896009922,0.307999998,1.218000054,7.06799984,9.423999786,0.99713099,10.72539997,5087.830078,12611.90039,
56,4/10/2025,4,0.206,0.15,23.5,217.6869965,215.4700012,109.2050018,106.2649994,2,13.79950047,20.00810051,7.723750114,0.476000011,1.618000031,7.06799984,9.423999786,0.997008979,10.72539997,5086.890137,12607.40039,
57,4/10/2025,4,0.209999993,0.15,23.5,221.2949982,219.0410004,111.112999,107.9280014,2,13.54679966,20.53790092,7.991919994,0.307999998,1.613999963,7.06799984,9.423999786,0.996887028,10.67500019,5087.470215,12607.7998,
58,4/10/2025,4,0.211999997,0.15,24,223.8650055,222.1549988,108.1940002,113.9599991,2,15.08530045,20.02569962,7.575650215,0.230000004,1.621999979,7.06799984,9.423999786,0.997192025,10.77579975,5088.810059,12612.2998,
59,4/10/2025,4,0.209000006,0.15,24,220.1369934,218.4550018,104.9430008,113.512001,2,15.55340004,19.81069946,7.318779945,0.282000005,1.309999943,7.06799984,9.423999786,0.997192025,10.67500019,5088.370117,12613.09961,
60,4/10/2025,4,0.207000002,0.15,24,217.8739929,216.2100067,101.6439972,114.5660019,2,15.77280045,18.93689919,7.282599926,0.432000011,1.620000005,7.06799984,9.423999786,0.997375011,10.82610035,5090.100098,12615.09961,
61,4/10/2025,4,0.221000001,0.15,24,232.2700043,230.4960022,105.4840012,125.012001,2,16.76399994,20.11930084,7.477729797,0.257999986,1.355999947,7.06799984,9.423999786,0.997253001,10.67500019,5089.720215,12609,
62,4/10/2025,4,0.201000005,0.15,24.5,211.6909943,210.6130066,107.4869995,103.1259995,2,13.66300011,20.20499992,7.567659855,0.275999993,1.49000001,7.06799984,9.423999786,0.997375011,10.77579975,5092.870117,12614.7002,
63,4/10/2025,4,0.200000003,0.15,24.5,211.3190002,210.2429962,100.8089981,109.4339981,2,15.44919968,19.38800049,7.103879929,0.270000011,1.381999969,7.06799984,9.423999786,0.99713099,10.62469959,5087.709961,12604.7002,
64,4/10/2025,4,0.196999997,0.15,24.5,207.8480072,206.7890015,105.5139999,101.2750015,2,13.63140011,20.05940056,7.451399803,0.296000004,1.565999985,7.06799984,9.423999786,0.997070014,10.37290001,5088.149902,12606.2002,
65,4/10/2025,4,0.217999995,0.15,24.5,229.5980072,228.4290009,104.6039963,123.8259964,2,16.79529953,19.92169952,7.392029762,0.268000007,1.45599997,7.06799984,9.423999786,0.997375011,10.72539997,5091.290039,12615.09961,
66,4/10/2025,4,0.214000002,0.15,24.5,225.4869995,224.3390045,103.3550034,120.9840012,2,16.72500038,19.96570015,7.253640175,0.280000001,1.25999999,7.06799984,9.423999786,0.997253001,10.57429981,5089.149902,12605,
67,4/10/2025,4,0.213,0.15,25,224.447998,223.8769989,100.3610001,123.5159988,2,16.98180008,19.25180054,7.294799805,0.266000003,1.307999969,7.06799984,9.423999786,0.997070014,10.47360039,5090.220215,12604.59961,
68,4/10/2025,4,0.225999996,0.15,25,237.4219971,236.8179932,103.8160019,133.0019989,2,17.98970032,19.77669907,7.414470196,0.273999989,1.521999955,7.06799984,9.423999786,0.99713099,10.47360039,5090.029785,12607.40039,
69,4/10/2025,4,0.203999996,0.15,25,215.1759949,214.6289978,106.9079971,107.7200012,2,14.03450012,20.47480011,7.699369907,0.268000007,1.491999984,7.06799984,9.423999786,0.996887028,10.22189999,5087.779785,12601.7998,
70,4/10/2025,4,0.231000006,0.15,25,243.151001,242.5319977,106.8850021,135.6470032,2,17.48550034,20.99110031,7.780930042,0.300000012,1.258000016,7.06799984,9.423999786,0.997008979,10.32260036,5088.52002,12601.7998,
71,4/10/2025,4,0.204999998,0.15,25,215.970993,215.4210052,107.4369965,107.9840012,2,14.1072998,20.50550079,7.678880215,0.289999992,1.312000036,7.06799984,9.423999786,0.996825993,10.32260036,5090.350098,12598.59961,
72,4/10/2025,4,0.208000004,0.15,25.5,219.7409973,219.7409973,103.8560028,115.8850021,2,16.10370064,19.8845005,7.218659878,0.412,1.342000008,7.06799984,9.423999786,0.996887028,10.22189999,5090.169922,12598.59961,
73,4/10/2025,4,0.207000002,0.15,25.5,218.7400055,218.7400055,103.3789978,115.3610001,2,15.13389969,19.60759926,7.643209934,0.30399999,1.25,7.06799984,9.423999786,0.997313976,10.47360039,5090.540039,12605.7998,
74,4/10/2025,4,0.213,0.15,25.5,224.2550049,224.2550049,103.8960037,120.3600006,2,16.4939003,19.88489914,7.320010185,0.217999995,1.187999964,7.06799984,9.423999786,0.996887028,10.17150021,5088.330078,12595.7998,
75,4/10/2025,4,0.192000002,0.15,25.5,203.4309998,203.4309998,103.7630005,99.66850281,2,14.14890003,20.15279961,7.065410137,0.261999995,1.378000021,7.06799984,9.423999786,0.997008979,10.27219963,5089.089844,12599,
76,4/10/2025,4,0.218999997,0.15,25.5,230.6360016,230.6360016,104.7289963,125.9059982,2,17.10009956,20.23550034,7.383619785,0.272000015,1.320000052,7.06799984,9.423999786,0.997192025,10.32260036,5089.310059,12603.7998,
77,4/10/2025,4,0.224000007,0.15,26,235.9470062,236.5469971,102.9069977,133.6410065,2,18.5114994,19.78680038,7.241429806,0.319999993,1.284000039,7.06799984,9.423999786,0.996948004,10.17150021,5087.009766,12595.7998,
78,4/10/2025,4,0.180999994,0.15,26,192.272995,192.7619934,104.1669998,88.59539795,2,12.12609959,20.1522007,7.328529835,0.266000003,1.312000036,7.06799984,9.423999786,0.996948004,10.27219963,5087.330078,12599,
79,4/10/2025,4,0.209999993,0.15,26,221.6589966,222.223999,109.5739975,112.6500015,2,14.08990002,20.27440071,8.021050453,0.476000011,1.506000042,7.06799984,9.423999786,0.996765018,10.02040005,5086.319824,12594.5,
80,4/10/2025,4,0.223000005,0.15,26,234.1349945,234.7310028,103.6360016,131.0939941,2,17.96150017,20.10070038,7.32006979,0.273999989,1.536000013,7.06799984,9.423999786,0.997070014,10.22189999,5088.589844,12601.7998,
81,4/10/2025,4,0.197999999,0.15,26,209.4019928,209.9349976,102.9029999,107.0319977,2,14.52770042,19.4204998,7.389579773,0.246000007,1.363999963,7.06799984,9.423999786,0.997008979,10.12119961,5086.259766,12599.40039,
82,4/10/2025,4,0.206,0.15,26,217.4700012,218.0240021,103.8700027,114.1539993,2,15.36489964,20.50099945,7.451859951,0.275999993,1.138000011,7.06799984,9.423999786,0.997008979,10.17150021,5088.649902,12595.7998,
83,4/10/2025,4,0.215000004,0.15,26,226.7610016,227.3379974,104.512001,122.8259964,2,16.11000061,20.18670082,7.647069931,0.319999993,1.317999959,7.06799984,9.423999786,0.997008979,10.27219963,5088.149902,12597.40039,
84,4/10/2025,4,0.208000004,0.15,26,219.3009949,219.8589935,101.3550034,118.5049973,2,16.42740059,19.21439934,7.237699986,0.257999986,1.388000011,7.06799984,9.423999786,0.996703982,10.02040005,5086.700195,12597,
85,4/10/2025,4,0.202000007,0.15,26,213.0249939,213.5670013,101.1520004,112.4160004,2,15.73169994,20.82780075,7.169000149,0.261999995,0.938000023,7.06799984,9.423999786,0.996765018,10.07079983,5087.080078,12594.09961,
86,4/10/2025,4,0.213,0.15,26.5,224.1029968,225.2449951,106.4199982,118.8249969,2,15.42350006,21.16340065,7.727729797,0.272000015,1.268000007,7.06799984,9.423999786,0.996948004,10.07079983,5089.220215,12596.59961,
87,4/10/2025,4,0.224000007,0.15,26.5,235.6470032,236.8470001,110.0390015,126.8079987,2,16.2845993,21.10160065,7.811309814,0.331999987,1.269999981,7.06799984,9.423999786,0.996887028,10.07079983,5086.77002,12595.7998,
88,4/10/2025,4,0.209999993,0.15,26.5,221.7660065,222.8959961,105.2789993,117.6159973,2,15.78390026,20.35309982,7.474490166,0.25999999,1.25999999,7.06799984,9.423999786,0.996948004,10.07079983,5088.02002,12593.2998,
89,4/10/2025,4,0.202000007,0.15,26.5,212.9989929,214.0839996,103.8990021,110.1849976,2,15.10200024,20.16020012,7.32020998,0.286000013,1.373999953,7.06799984,9.423999786,0.996703982,9.919739723,5087.450195,12590.5,
90,4/10/2025,4,0.219999999,0.15,26.5,231.7279968,232.9080048,104.8499985,128.0579987,2,17.27140045,20.11910057,7.43941021,0.228,1.371999979,7.06799984,9.423999786,0.996643007,9.819029808,5084.040039,12588.90039,
91,4/10/2025,4,0.199000001,0.15,26.5,210.4779968,211.5500031,102.6080017,108.9420013,2,15.27569962,20.20079994,7.155290127,0.252000004,1.44599998,7.06799984,9.423999786,0.996703982,9.970089912,5087.77002,12588.5,
92,4/10/2025,4,0.221000001,0.15,26.5,232.6829987,233.8679962,102.2289963,131.6390076,2,17.88750076,20.26049995,7.383150101,0.344000012,1.256000042,7.06799984,9.423999786,0.996765018,9.970089912,5088.709961,12594.09961,
93,4/10/2025,4,0.194999993,0.15,26.5,206.5130005,207.5650024,106.0049973,101.5599976,2,13.47700024,20.47680092,7.557929993,0.331999987,1.411999941,7.06799984,9.423999786,0.997070014,10.12119961,5090.540039,12597.7998,
94,4/10/2025,4,0.224000007,0.15,26.5,235.8589935,237.0599976,104.5319977,132.5279999,2,17.14819908,20.01250076,7.752540112,0.246000007,1.327999949,7.06799984,9.423999786,0.996887028,10.12119961,5090.160156,12596.2002,
95,4/10/2025,4,0.211999997,0.15,26.5,223.3840027,224.5220032,105.6959991,118.8259964,2,15.49660015,20.35289955,7.692279816,0.266000003,1.363999963,7.06799984,9.423999786,0.996825993,9.970089912,5088.779785,12596.59961,
96,4/10/2025,4,0.204999998,0.15,26.5,215.9700012,217.0700073,107.2939987,109.776001,2,14.4762001,20.34569931,7.609210014,0.231999993,1.269999981,7.06799984,9.423999786,0.996581972,9.819029808,5086.819824,12586.5,
97,4/10/2025,4,0.213,0.15,26.5,224.8589935,226.0039978,108.0599976,117.9440002,2,15.21090031,20.93050003,7.779560089,0.331999987,1.241999984,7.06799984,9.423999786,0.996703982,9.819029808,5085.569824,12592.09961,
98,4/10/2025,4,0.228,0.15,26.5,239.5469971,240.7669983,107.1920013,133.5749969,2,17.45199966,20.11160088,7.678679943,0.384000003,1.332000017,7.06799984,9.423999786,0.996765018,9.919739723,5087.580078,12591.2998,
99,4/10/2025,4,0.266000003,0.15,27,278.2090149,280.3340149,110.8720016,169.4629974,2,21.56710052,20.95730019,7.882969856,0.326000005,1.383999944,7.06799984,9.423999786,0.996765018,9.869379997,5085.189941,12585.2998,
100,4/10/2025,4,0.245000005,0.15,27,256.4259949,258.3850098,110.3830032,148.0019989,2,18.10029984,20.85309982,8.202329636,0.282000005,1.266000032,7.06799984,9.423999786,0.996887028,9.970089912,5089.160156,12593.2998,
101,4/10/2025,4,0.400999993,0.475,24,415.4930115,412.3190002,217.9490051,194.3699951,2,12.83920002,35.97969818,15.17590046,0.606000006,2.638000011,7.06799984,9.423999786,0.997559011,11.27929974,5092.740234,12617.90039,
102,4/10/2025,4,0.481999993,0.475,24,497.5109863,493.7109985,237.2590027,256.4519958,2,15.07250023,38.34889984,17.06240082,0.526000023,2.736000061,7.06799984,9.423999786,0.997192025,10.77579975,5088.259766,12614.7002,
103,4/10/2025,4,0.495000005,0.475,24,511.5710144,507.6629944,241.4980011,266.1650085,2,15.10459995,38.6515007,17.67099953,0.601999998,2.951999903,7.06799984,9.423999786,0.997192025,10.92679977,5090.319824,12611.90039,
104,4/10/2025,4,0.490999997,0.475,24,507.4670105,503.5910034,237.3289948,266.2619934,2,15.42660046,38.11729813,17.31060028,0.432000011,2.865999937,7.06799984,9.423999786,0.997070014,10.67500019,5088.779785,12608.5,
105,4/10/2025,4,0.479999989,0.475,24.5,495.9970093,493.4710083,238.2409973,255.2299957,2,14.45149994,37.52740097,17.71080017,0.617999971,2.90199995,7.06799984,9.423999786,0.997192025,10.72539997,5091.390137,12609.40039,
106,4/10/2025,4,0.5,0.475,24.5,516.6630249,514.0310059,235.9389954,278.0920105,2,15.97140026,36.53120041,17.45879936,0.912,2.849999905,7.06799984,9.423999786,0.997313976,10.82610035,5091.040039,12613.5,
107,4/10/2025,4,0.521000028,0.475,24.5,538.7730103,536.0289917,235.1909943,300.8380127,2,16.93429947,36.88299942,17.81509972,0.522000015,2.849999905,7.06799984,9.423999786,0.997192025,10.72539997,5090.399902,12609.40039,
108,4/10/2025,4,0.523999989,0.475,25,541.8959961,540.5159912,230.5209961,309.993988,2,17.96080017,36.40209961,17.30809975,0.515999973,2.915999889,7.06799984,9.423999786,0.997192025,10.62469959,5090.629883,12606.2002,
109,4/10/2025,4,0.486999989,0.475,25,502.9289856,501.6489868,233.227005,268.42099,2,15.16149998,36.74649811,17.75510025,0.44600001,2.721999884,7.06799984,9.423999786,0.99713099,10.62469959,5089.970215,12604.59961,
110,4/10/2025,4,0.51700002,0.475,25,534.4949951,533.1339722,232.2230072,300.9110107,2,16.75270081,36.40819931,18.01580048,0.575999975,2.808000088,7.06799984,9.423999786,0.997008979,10.47360039,5089.399902,12603.7998,
111,4/10/2025,4,0.51700002,0.475,25,534.7269897,533.3649902,231.8289948,301.5360107,2,16.84440041,35.64989853,17.95269966,0.745999992,3.487999916,7.06799984,9.423999786,0.99713099,10.57429981,5090.660156,12606.59961,
112,4/10/2025,4,0.531000018,0.475,25.5,549.8300171,549.8300171,233.7259979,316.1040039,2,18.00690079,36.59780121,17.60619926,0.546000004,3.062000036,7.06799984,9.423999786,0.997070014,10.57429981,5090.660156,12602.2002,
113,4/10/2025,4,0.503000021,0.475,25.5,520.1699829,520.1699829,233.2330017,286.9370117,2,16.35269928,36.37599945,17.59939957,0.583999991,2.946000099,7.06799984,9.423999786,0.997008979,10.37290001,5087.450195,12601.40039,
114,4/10/2025,4,0.518999994,0.475,25.5,536.6610107,536.6610107,233.5749969,303.0849915,2,16.91230011,36.39789963,17.97590065,0.495999992,3.038000107,7.06799984,9.423999786,0.996948004,10.32260036,5089.089844,12601,
115,4/10/2025,4,0.532000005,0.475,25.5,550.7080078,550.7080078,232.5249939,318.1820068,2,18.07920074,35.98020172,17.65209961,0.572000027,2.957999945,7.06799984,9.423999786,0.997008979,10.37290001,5088.899902,12599,
116,4/10/2025,4,0.522000015,0.475,26,539.9689941,541.3439941,234.4519958,306.8919983,2,17.28350067,36.38479996,17.80529976,0.349999994,3.252000093,7.06799984,9.423999786,0.997253001,10.67500019,5091.100098,12605.7998,
117,4/10/2025,4,0.526000023,0.475,26,544.0880127,545.4730225,233.5610046,311.9119873,2,17.44919968,36.1733017,17.93239975,0.398000002,3.161999941,7.06799984,9.423999786,0.996825993,10.32260036,5087.009766,12597.7998,
118,4/10/2025,4,0.546999991,0.475,26,567.1610107,568.6049805,232.7929993,335.8120117,2,18.78129959,36.20890045,17.93490028,0.74000001,2.855999947,7.06799984,9.423999786,0.996948004,10.22189999,5087.709961,12598.59961,
119,4/10/2025,4,0.512000024,0.475,26,529.0620117,530.4099731,232.8159943,297.5939941,2,16.38689995,36.15570068,18.21159935,0.635999978,2.599999905,7.06799984,9.423999786,0.997192025,10.37290001,5090.5,12600.2002,
120,4/10/2025,4,0.546999991,0.475,26,566.1669922,567.6090088,234.7920074,332.8179932,2,18.14789963,35.63980103,18.39419937,0.419999987,3.415999889,7.06799984,9.423999786,0.997008979,10.17150021,5088.589844,12595.7998,
121,4/10/2025,4,0.551999986,0.475,26,571.6019897,573.0570068,235.5350037,337.5230103,2,18.43549919,35.99020004,18.3621006,0.620000005,3.115999937,7.06799984,9.423999786,0.997070014,10.37290001,5089.279785,12599.7998,
122,4/10/2025,4,0.532000005,0.475,26,551.0570068,552.460022,234.4519958,318.0079956,2,17.32659912,36.11360168,18.40769958,0.551999986,3.25,7.06799984,9.423999786,0.997070014,10.32260036,5089.339844,12604.2002,
123,4/10/2025,4,0.523000002,0.475,26.5,540.7990112,543.5529785,230.7539978,312.7980042,2,17.36540031,35.24520111,18.06559944,0.737999976,3.082000017,7.06799984,9.423999786,0.997070014,10.32260036,5089.720215,12600.2002,
124,4/10/2025,4,0.574000001,0.475,26,594.8980103,596.4119873,232.4570007,363.9559937,2,19.95369911,35.65399933,18.29920006,0.625999987,3.157999992,7.06799984,9.423999786,0.996765018,10.12119961,5086.700195,12593.7002,
125,4/10/2025,4,0.540000021,0.475,26.5,559.2689819,562.1170044,230.822998,331.2940063,2,18.52249908,35.44189835,17.93860054,0.505999982,3.257999897,7.06799984,9.423999786,0.997070014,10.27219963,5088.52002,12599,
126,4/10/2025,4,0.515999973,0.475,26.5,533.8889771,536.6079712,231.4380035,305.1700134,2,16.84880066,35.84410095,18.17000008,0.586000025,2.825999975,7.06799984,9.423999786,0.996825993,10.07079983,5086.890137,12590.09961,
